DiaChi,GiaBan,DuAn,DienTich,TinhTrangBDS,Gia/m2,PhongNgu,PhongVeSinh,SoTang,TinhTrangGiayTo,TinhTrangNoiThat,HuongBanCong,HuongCua,DacDiem
"151, Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh","2,35 tỷ",River Gate,35 m²,Đã bàn giao,"67,14 triệu/m²",1 phòng,1 phòng,,Đang chờ sổ,Nội thất cao cấp,Đông Bắc,Tây Nam,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","1,16 tỷ",Hưng Phát Silver Star,37 m²,Đã bàn giao,"31,35 triệu/m²",2 phòng,,,,,,,
"22/14 đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","2,2 tỷ",Căn hộ 8X Plus Trường Chinh,65 m²,Đã bàn giao,"33,85 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,Bắc,Nam,
"16, Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","1,8 tỷ",Sky Center,35 m²,Đã bàn giao,"51,43 triệu/m²",1 phòng,1 phòng,7,,,,,
"đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","2,2 tỷ",Hưng Ngân Garden,68 m²,Đã bàn giao,"32,35 triệu/m²",2 phòng,2 phòng,5,Đã có sổ,Nội thất cao cấp,,,
"Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,15 tỷ",Jamona City,72 m²,Chưa bàn giao,"29,86 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"số 262/20, Lạc Long Quân, Phường 10, Quận 11, Tp Hồ Chí Minh","1,95 tỷ",Hoa Sen - Lotus Apartment,67 m²,Đã bàn giao,"29,1 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,9 tỷ",Ricca,52 m²,Đã bàn giao,"36,54 triệu/m²",1 phòng,1 phòng,,Đã có sổ,Hoàn thiện cơ bản,,,Căn góc
"Mai Chí Thọ, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,75 tỷ",Empire City Thủ Thiêm,69 m²,Đã bàn giao,"25,36 triệu/m²",2 phòng,2 phòng,11,Đang chờ sổ,Hoàn thiện cơ bản,,,
"Số 685, Âu Cơ, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh","3,79 tỷ",Oriental Plaza (Âu Cơ Tower),106 m²,Đã bàn giao,"35,75 triệu/m²",3 phòng,3 phòng,6,Đang chờ sổ,Nội thất đầy đủ,Tây Bắc,Đông Nam,Căn góc
"Xa Lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,12 tỷ",Saigon Gateway,74 m²,Đã bàn giao,"28,65 triệu/m²",2 phòng,2 phòng,,,,,,
"151, Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh","5,2 tỷ",River Gate,75 m²,Đã bàn giao,"69,33 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp,Đông Bắc,Tây Nam,
"Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","2,8 tỷ",The Golden Star,68 m²,Đã bàn giao,"41,18 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp,,,
"70, Lữ Gia, Phường 15, Quận 11, Tp Hồ Chí Minh","1,75 tỷ",Lữ Gia Plaza,75 m²,Đã bàn giao,"23,33 triệu/m²",2 phòng,,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,1 tỷ",Saigon Riverside Complex Q7,53 m²,Đã bàn giao,"39,62 triệu/m²",1 phòng,1 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,,,
"Phố Tạ Quang Bửu, Phường 6, Quận 8, TP.HCM, Phường 6, Quận 8, Tp Hồ Chí Minh","3,45 tỷ",The Pegasuite,92 m²,Đã bàn giao,"37,5 triệu/m²",2 phòng,2 phòng,,,,,,Căn góc
"Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","2,75 tỷ",The Pegasuite,68 m²,Đã bàn giao,"40,44 triệu/m²",2 phòng,2 phòng,,,,,,
"Song Hành, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,4 tỷ",Jamila Khang Điền,75 m²,Đã bàn giao,"45,33 triệu/m²",2 phòng,2 phòng,3,Đã có sổ,Nội thất đầy đủ,Đông Nam,,
"586, 586 Số 586, Đường Ba Tháng Hai, Phường 15, Quận 11, Thành phố Hồ Chí Minh, Phường 15, Quận 11, Tp Hồ Chí Minh","6,5 tỷ",The Park Avenue,72 m²,Chưa bàn giao,"90,28 triệu/m²",2 phòng,2 phòng,9,Đã có sổ,Nội thất cao cấp,Đông,Đông Nam,
"104, Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","3,3 tỷ",The Botanica,56 m²,Đã bàn giao,"58,93 triệu/m²",2 phòng,1 phòng,,,,,,
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh","2,05 tỷ",City Gate Towers,73 m²,Đã bàn giao,"28,08 triệu/m²",2 phòng,2 phòng,,,,,,
"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","2,33 tỷ",Akari City,56 m²,Đã bàn giao,"41,61 triệu/m²",2 phòng,,,,,,,
"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","2,1 tỷ",Imperial Place,56 m²,Đã bàn giao,"37,5 triệu/m²",2 phòng,1 phòng,16,Đang chờ sổ,Hoàn thiện cơ bản,Đông Nam,Đông Bắc,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,15 tỷ",Vinhomes Grand Park,60 m²,Chưa bàn giao,"35,83 triệu/m²",2 phòng,1 phòng,,Đang chờ sổ,,Đông Nam,,
"Liên Phường, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,8 tỷ",Căn hộ HausNeo,55 m²,Đã bàn giao,"32,73 triệu/m²",1 phòng,1 phòng,,Đang chờ sổ,Nội thất đầy đủ,,,
"Số 200, Số 200 đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh","6,7 tỷ",Hà Đô Centrosa Garden,87 m²,Đã bàn giao,"77,01 triệu/m²",2 phòng,2 phòng,,Đang chờ sổ,Nội thất cao cấp,,,
"Số 2, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,745 tỷ",HQC Bình Trưng Đông (Blue Sky Tower),58 m²,Đã bàn giao,"30,09 triệu/m²",2 phòng,,10,Đang chờ sổ,Hoàn thiện cơ bản,Tây,,
"208, 208 Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","9,1 tỷ",Vinhomes Central Park,115 m²,Chưa bàn giao,"79,13 triệu/m²",3 phòng,2 phòng,,,Nội thất đầy đủ,,,
"151, Bến Vân Đồn, Phường 6, Quận 4, Tp Hồ Chí Minh","2,1 tỷ",River Gate,27 m²,Đã bàn giao,"77,78 triệu/m²",1 phòng,1 phòng,18,Đang chờ sổ,Nội thất cao cấp,Đông Bắc,Tây Nam,
"Bát Nàn, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","6,5 tỷ",One Verandah Mapletree,80 m²,Đã bàn giao,"81,25 triệu/m²",2 phòng,2 phòng,,,,,,
"Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","6,7 tỷ",Masteri Thảo Điền,85 m²,Chưa bàn giao,"78,82 triệu/m²",3 phòng,3 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,9 tỷ",Vinhomes Grand Park,70 m²,Đã bàn giao,"41,43 triệu/m²",3 phòng,2 phòng,,,,,,
"đường Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","5,8 tỷ",Vinhomes Golden River BaSon,49.5 m²,Đã bàn giao,"117,17 triệu/m²",1 phòng,1 phòng,47,,,,,
"195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","2,666 tỷ",Topaz City,95 m²,Đã bàn giao,"28,06 triệu/m²",3 phòng,2 phòng,,,,,,
"16, Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh","1,653 tỷ",Melody Residences,1 m²,Đã bàn giao,"1,653 tỷ/m²",1 phòng,1 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","2,75 tỷ",Richmond City,66 m²,Đã bàn giao,"41,67 triệu/m²",2 phòng,2 phòng,9,Đã có sổ,Nội thất đầy đủ,,,
"290, An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","2,7 tỷ",The Everrich Infinity,38 m²,Đã bàn giao,"71,05 triệu/m²",1 phòng,1 phòng,,,,,,
"Bát Nàn, Phường Thạnh Mỹ Lợi (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","5,11101 tỷ",One Verandah Mapletree,76 m²,Đã bàn giao,"67,25 triệu/m²",2 phòng,,,,Hoàn thiện cơ bản,,,Căn góc
"196, 196 Số 195 Cao Lỗ, phường 4, quận 8, Tp.HCM, Phường 4, Quận 8, Tp Hồ Chí Minh","2,9 tỷ",Topaz Elite,92 m²,Đã bàn giao,"31,52 triệu/m²",3 phòng,2 phòng,15,Đang chờ sổ,Nội thất cao cấp,Đông Nam,Tây Bắc,Căn góc
"Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","2,33 tỷ",The Golden Star,56 m²,Đã bàn giao,"41,61 triệu/m²",2 phòng,1 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,,,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","4,5 tỷ",Sunrise City,99 m²,Đã bàn giao,"45,45 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,Căn góc
"239 – 241 – 278, 239 – 241 – 278  239 – 241 – 278 Đường Hòa Bình, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","4,3 tỷ",Căn hộ RichStar,92 m²,Đã bàn giao,"46,74 triệu/m²",3 phòng,2 phòng,7,Đã có sổ,Nội thất đầy đủ,Tây,,
"An Dương Vương, Phường 16, Quận 8, Tp Hồ Chí Minh","2,5 tỷ",Chung cư Mỹ Thuận,107 m²,Đã bàn giao,"23,36 triệu/m²",2 phòng,2 phòng,4,Đã có sổ,Nội thất cao cấp,,,
"Nguyễn Văn Linh, Phường 7, Quận 8, Tp Hồ Chí Minh","1,9 tỷ",Conic Riverside,65 m²,Đã bàn giao,"29,23 triệu/m²",2 phòng,,,Đang chờ sổ,,,Tây Nam,
"Đường Dương Thị Giang, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh","1,6 tỷ",Căn hộ Stown Tham Lương,69 m²,Chưa bàn giao,"23,19 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Hoàn thiện cơ bản,,,
"D1, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","1,48 tỷ",Wilton Tower,68 m²,Đã bàn giao,"21,76 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"39, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh","1,76 tỷ",The Tresor,1 m²,Đã bàn giao,"1,76 tỷ/m²",2 phòng,1 phòng,9,Đã có sổ,Hoàn thiện cơ bản,,,
"Số 207, Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","1,73 tỷ",Richmond City,66 m²,Đã bàn giao,"26,21 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"334, Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh","4,2 tỷ",Kingdom 101,51 m²,Đã bàn giao,"82,35 triệu/m²",1 phòng,1 phòng,,,,,,
"Nguyễn Văn Linh, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","1,79 tỷ",Scenic Valley 1,122 m²,Đã bàn giao,"14,67 triệu/m²",3 phòng,3 phòng,8,Đã có sổ,Nội thất đầy đủ,,,
"Lê Đại Hành, Phường 15, Quận 11, Tp Hồ Chí Minh","4,15 tỷ",The Flemington,118 m²,Đã bàn giao,"35,17 triệu/m²",3 phòng,3 phòng,9,Đã có sổ,Nội thất đầy đủ,,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","1,92 tỷ",Phú Hoàng Anh,124 m²,Đã bàn giao,"15,48 triệu/m²",3 phòng,3 phòng,15,Đã có sổ,Nội thất đầy đủ,,,
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","4,25 tỷ",Akari City,79 m²,Đã bàn giao,"53,8 triệu/m²",2 phòng,2 phòng,3,,,Đông,,Căn góc
"208, Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","4,5 tỷ",Vinhomes Central Park,76 m²,Đã bàn giao,"59,21 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"239 – 241 – 278, Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh","3,6 tỷ",Căn hộ RichStar,84 m²,Đã bàn giao,"42,86 triệu/m²",3 phòng,2 phòng,,,,,,
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","1,75 tỷ",Sunrise City,65 m²,Chưa bàn giao,"26,92 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Hoàn thiện cơ bản,,,
"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây,  Quận 7, Hồ Chí Minh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",4 tỷ,Eco Green Sài Gòn,65 m²,Đã bàn giao,"61,54 triệu/m²",2 phòng,,,,Hoàn thiện cơ bản,,,
"346, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh","1,68 tỷ",The Gold View,1 m²,Đã bàn giao,"1,68 tỷ/m²",2 phòng,1 phòng,8,Đã có sổ,Hoàn thiện cơ bản,,,
"512, Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,65 tỷ",Vinhomes Grand Park,69 m²,Đã bàn giao,"38,41 triệu/m²",2 phòng,2 phòng,24,,,,,
"KĐT Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,42 tỷ",The Beverly Solari - Vinhomes Grand Park,59 m²,Chưa bàn giao,"24,07 triệu/m²",2 phòng,2 phòng,6,,,,,
"326/1, Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","2,85 tỷ",Chung cư Thế Kỷ 21,80 m²,Đã bàn giao,"35,63 triệu/m²",2 phòng,,,,,Đông,,
"Số 34-35, Bến Vân Đồn, Phường 13, Quận 4, Tp Hồ Chí Minh","1,85 tỷ",Saigon Royal Residence,83 m²,Đã bàn giao,"22,29 triệu/m²",2 phòng,,,,,,,
"Đường D7, Phường Phú Hữu, Quận 9, Hồ Chí Minh, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,1 tỷ",Ricca,58 m²,Đã bàn giao,"36,21 triệu/m²",2 phòng,1 phòng,17,Đã có sổ,Nội thất cao cấp,Đông Bắc,,Căn góc
"Khu đô thị Cityland Park Hills - Số 18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","1,45 tỷ",Căn hộ Cityland Parkhill Gò Vấp,1 m²,Đã bàn giao,"1,45 tỷ/m²",2 phòng,2 phòng,,,,,,
"số 1A, Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh","1,52 tỷ",Tara Residence,50 m²,Đã bàn giao,"30,4 triệu/m²",1 phòng,1 phòng,,Đang chờ sổ,,,,
"Số 114, An Dương Vương, Phường 16, Quận 8, Tp Hồ Chí Minh","1,55 tỷ",The Avila,68 m²,Đã bàn giao,"22,79 triệu/m²",2 phòng,2 phòng,,,,,,
"Bình An, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",19 tỷ,The River Thủ Thiêm,119 m²,Đã bàn giao,"159,66 triệu/m²",3 phòng,2 phòng,,Đã có sổ,,,Đông Bắc,
"15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","1,5 tỷ",The Era Town (A1 Riverside),50.19 m²,Đã bàn giao,"29,89 triệu/m²",1 phòng,1 phòng,,,,,,
"Số 29 Đường 4, Phường Trường Thọ, Thành phố Thủ Đức, Hồ Chí Minh, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",3 tỷ,Moonlight Avenue,52 m²,Chưa bàn giao,"57,69 triệu/m²",1 phòng,,4,,,,,
"Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","1,85 tỷ",Sky Garden 2,81 m²,Đã bàn giao,"22,84 triệu/m²",2 phòng,,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,1 tỷ",Saigon Riverside Complex Q7,66 m²,Đã bàn giao,"31,82 triệu/m²",2 phòng,2 phòng,,,,,,
"290, An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","5,9 tỷ",The Everrich Infinity,80 m²,Đã bàn giao,"73,75 triệu/m²",2 phòng,2 phòng,,,,,,
"Số 116 Đường Lý Chiêu Hoàng, Phường 10, Quận 6, TP Hồ Chí Minh, Phường 10, Quận 6, Tp Hồ Chí Minh","3,1 tỷ",The Western Capital,88 m²,Đã bàn giao,"35,23 triệu/m²",3 phòng,2 phòng,,,,,,Căn góc
"Đường Xa lộ Hà Nội, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,9 tỷ",Saigon Gateway,57 m²,Đã bàn giao,"33,33 triệu/m²",2 phòng,1 phòng,,,,,,
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","3,18 tỷ",Hoàng Anh Gold House (Hoàng Anh An Tiến),121 m²,Chưa bàn giao,"26,28 triệu/m²",3 phòng,2 phòng,23,Đã có sổ,Nội thất đầy đủ,Bắc,Nam,
"Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","4,3 tỷ",Sunrise CityView,76 m²,Đã bàn giao,"56,58 triệu/m²",2 phòng,2 phòng,16,Đang chờ sổ,Nội thất cao cấp,Đông Nam,Tây Bắc,
"18, Phan Văn Trị, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","4,1 tỷ",Khu dân cư Cityland Park Hills,78 m²,Đã bàn giao,"52,56 triệu/m²",2 phòng,,,,,,,
"Đường 12, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,58 tỷ",Chương Dương Home,59 m²,Đã bàn giao,"26,78 triệu/m²",2 phòng,1 phòng,11,Đang chờ sổ,,Nam,Đông Bắc,
"49, 8, Phường 8, Quận 8, Tp Hồ Chí Minh","3,95 tỷ",Diamond Lotus Riverside,79 m²,Đã bàn giao,50 triệu/m²,2 phòng,2 phòng,,,,,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,02 tỷ",Saigon Riverside Complex Q7,53 m²,Đã bàn giao,"38,11 triệu/m²",1 phòng,1 phòng,,,,,,
"Trần Văn Kiểu, Phường 10, Quận 6, Tp Hồ Chí Minh","1,62 tỷ",Asiana Capella,52 m²,Đã bàn giao,"31,15 triệu/m²",2 phòng,2 phòng,,,,,,
"Sư Vạn Hạnh, Phường 13, Quận 10, Tp Hồ Chí Minh","1,45 tỷ",Chung cư 830 Sư Vạn Hạnh,50 m²,Đã bàn giao,29 triệu/m²,2 phòng,,,,,,,
"Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2,1 tỷ",The Park Residence,73 m²,Đã bàn giao,"28,77 triệu/m²",2 phòng,2 phòng,,,,,,Căn góc
"Số 116 Đường Lý Chiêu Hoàng, Phường 10, Quận 6, TP Hồ Chí Minh, Phường 10, Quận 6, Tp Hồ Chí Minh","1,85 tỷ",The Western Capital,50 m²,Đã bàn giao,37 triệu/m²,2 phòng,1 phòng,,,,,,
"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",4 tỷ,Akari City,121 m²,Chưa bàn giao,"33,06 triệu/m²",3 phòng,3 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,,,
"D6, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,099 tỷ",Fresca Riverside,71 m²,Đã bàn giao,"29,56 triệu/m²",2 phòng,2 phòng,3,Đã có sổ,Hoàn thiện cơ bản,,,Căn góc
"Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh","3,8 tỷ",Botanica Premier,70 m²,Đã bàn giao,"54,29 triệu/m²",2 phòng,2 phòng,,,,,,
"26 Lê Văn Lương , xã Phước Kiển, huyện Nhà Bè, TP. Hồ Chí Minh, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","2,35 tỷ",Goldora Plaza,58 m²,Đã bàn giao,"40,52 triệu/m²",2 phòng,1 phòng,,Giấy tờ khác,Hoàn thiện cơ bản,Tây Bắc,Đông Nam,
"Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","1,66 tỷ",River Panorama (The Garden Bay),1 m²,Chưa bàn giao,"1,66 tỷ/m²",2 phòng,2 phòng,,Đã có sổ,Nội thất cao cấp,,,
"Võ Công Tồn, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh","1,4 tỷ",Chung cư Nhiêu Lộc C,59.4 m²,Đã bàn giao,"23,57 triệu/m²",2 phòng,,,Đã có sổ,,,,
"15B, Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","1,48 tỷ",Orchid Park,50 m²,Đã bàn giao,"29,6 triệu/m²",1 phòng,1 phòng,,Đã có sổ,,,,
"159/21, Trường Thọ, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","1,83 tỷ",Sài Gòn Metro Park,51 m²,Đã bàn giao,"35,88 triệu/m²",2 phòng,1 phòng,8,Đã có sổ,Hoàn thiện cơ bản,Đông Nam,,
"Số 4, Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","2,2 tỷ",Saigon Riverside Complex Q7,68 m²,Đã bàn giao,"32,35 triệu/m²",2 phòng,2 phòng,,,,,,
"49, 8, Phường 8, Quận 8, Tp Hồ Chí Minh","3,5 tỷ",Diamond Lotus Riverside,63 m²,Đã bàn giao,"55,56 triệu/m²",2 phòng,1 phòng,,,,,,
"290, An Dương Vương, Phường 4, Quận 5, Tp Hồ Chí Minh","2,44 tỷ",The Everrich Infinity,42.6 m²,Đã bàn giao,"57,28 triệu/m²",2 phòng,1 phòng,,Đã có sổ,Nội thất đầy đủ,,,
"Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","1,98 tỷ",PiCity High Park,49 m²,Chưa bàn giao,"40,41 triệu/m²",1 phòng,1 phòng,6,Đang chờ sổ,Hoàn thiện cơ bản,,,
"351/31, Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh","1,9 tỷ",Chung cư Cửu Long,82 m²,Đã bàn giao,"23,17 triệu/m²",2 phòng,2 phòng,,,,,,
"đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh","1,79 tỷ",Chung cư Hà Kiều,46 m²,Đã bàn giao,"38,91 triệu/m²",2 phòng,1 phòng,,,,,,
"D6, Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,115 tỷ",Fresca Riverside,71 m²,Đã bàn giao,"29,79 triệu/m²",2 phòng,2 phòng,,Đã có sổ,Hoàn thiện cơ bản,,,
"346, Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh","1,62 tỷ",The Gold View,74 m²,Đã bàn giao,"21,89 triệu/m²",2 phòng,2 phòng,,Đã có sổ,,,,
"Mai Chí Thọ, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",40 tỷ,Empire City Thủ Thiêm,158 m²,Đã bàn giao,"253,16 triệu/m²",3 phòng,3 phòng,,,,Tây Bắc,Đông Nam,
"Tân Chánh Hiệp, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","2,2 tỷ",Hưng Ngân Garden,68 m²,Chưa bàn giao,"32,35 triệu/m²",2 phòng,2 phòng,5,Đã có sổ,Nội thất cao cấp,,,
"Lý Thường Kiệt, Phường 7, Quận 10, Tp Hồ Chí Minh","1,655 tỷ",Chung Cư Nguyễn Kim,56 m²,Đã bàn giao,"29,55 triệu/m²",2 phòng,,,,,,,
"Lê Văn Khương, Phường Thới An, Quận 12, Tp Hồ Chí Minh","2,2 tỷ",Võ Đình Apartment,84 m²,Đã bàn giao,"26,19 triệu/m²",2 phòng,2 phòng,3,Đã có sổ,Hoàn thiện cơ bản,,,
"686, Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","3,9 tỷ",Green Field,65 m²,Đã bàn giao,60 triệu/m²,2 phòng,2 phòng,,,,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","3,3 tỷ",The Sun Avenue,55 m²,Đã bàn giao,60 triệu/m²,2 phòng,1 phòng,,Đang chờ sổ,Hoàn thiện cơ bản,,,
"D1, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","3,8 tỷ",Wilton Tower,98 m²,Đã bàn giao,"38,78 triệu/m²",3 phòng,2 phòng,,,Nội thất đầy đủ,,,Căn góc
"D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,05 tỷ",Ricca,57 m²,Đã bàn giao,"35,96 triệu/m²",2 phòng,,,,,,,
"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","2,4 tỷ",The Sun Avenue,51 m²,Đã bàn giao,"47,06 triệu/m²",1 phòng,1 phòng,,Đang chờ sổ,Nội thất đầy đủ,,,
